tfidf_similarity,skill_match_score,keyword_match_score,experience_years,education_level,has_projects,num_skills,text_length,document_confidence,structure_score,impact_score,word_count,bullet_count,required_experience_years,experience_match_score,matched_skill_count,missing_skill_count,jd_skill_count,matched_keyword_count,missing_keyword_count,section_count,has_contact,ats_score,match_percentage,hired
0.4609672896786166,0.8548202864044034,0.20566401066060486,3,1,1,19,3435,1.0,1.0,0.7211354989161742,687,9,1,1.0,13,2,15,5,18,5,1,64.31082607009071,60.87429989876272,1
0.2213529078308662,0.8288376961662483,0.07136961208340407,6,1,0,3,4254,0.7078303533773518,0.4551712518233456,0.7708665108858427,709,7,4,1.0,9,2,11,2,22,3,1,46.53504848483425,44.36259295572664,0
0.49610807701604176,0.5629071683893103,0.6298080318237353,10,0,1,18,4380,0.9488585041067314,0.955808993389071,0.7326737683842461,876,5,2,1.0,5,4,9,15,0,5,1,66.12505742843517,63.06544154365995,1
0.4051867723934151,0.9094083089484514,0.521257727858527,12,2,1,9,2418,0.8475152798990354,0.8620737699525655,0.9541801522997156,403,8,3,1.0,11,1,12,5,21,5,1,69.53875508562194,66.18797431298974,1
0.7403035566649908,0.6486328882063948,0.7474170793933468,10,2,1,18,3101,0.8835318747058235,0.9858088255107988,0.9572107090428309,443,8,7,1.0,10,5,15,9,8,5,1,71.54411200953594,77.01356105515724,1
0.4150097185323766,0.2423558173514869,0.3312993890028883,10,0,1,21,4025,1.0,1.0,0.9146430590569895,805,8,3,1.0,2,6,8,8,18,5,1,30.584292999044365,44.40787046440954,0
0.5507990948474311,0.4615820638472359,0.6500452886992282,13,1,1,4,760,0.6780336346121878,0.48558007471126563,0.6876019486449221,152,4,2,1.0,3,3,6,10,1,3,0,62.24464247837253,59.82197584638692,0
0.34774145670990936,0.8056557927102164,0.6603585668170039,11,3,1,13,2506,0.8598619779204152,0.9382271823518892,0.8410787227960259,358,7,2,1.0,4,1,5,15,0,5,1,70.56037562302544,62.70497337462024,0
0.42136559410457186,0.9857092047897933,0.44009920354646814,2,2,1,9,2390,0.8983699630585237,0.7469457831151423,0.3993083807099759,478,2,4,0.5,4,0,4,10,15,5,1,80.19801638259683,69.56375465401352,1
0.5980743288388106,0.6335217687825405,0.020507077153756128,12,0,1,23,3822,0.8611580778058926,0.8651568843700815,0.6339121652960371,546,3,0,0.75,4,3,7,0,16,5,1,48.846897542861285,47.0468086741711,0
0.3427846870839364,0.9585821183737494,0.8446652974247385,4,2,0,7,720,0.27353176459004575,0.35571901508270043,0.6340550753404235,144,3,0,0.75,12,1,13,11,0,0,1,24.908641089470592,16.83428835710106,0
0.48977730743928444,0.8784128368857751,0.33767637891156405,10,1,0,17,4670,0.7439569132569634,0.6795179684111546,0.6096104709982344,934,4,5,1.0,9,1,10,7,7,4,1,63.788883323993446,61.86649189219919,0
0.5185790207320651,0.6060136805585363,0.6205502410173348,15,2,1,11,4207,0.7714614991769542,0.636114048588159,0.6403324512654643,601,3,3,1.0,2,2,4,7,9,5,1,65.73020671117408,60.42502428200603,1
0.6846824427970044,0.28731208717316636,0.4984137154020182,14,1,0,12,3240,0.7442482711663614,0.7623233657046667,0.9604997388191767,540,9,3,1.0,4,9,13,5,15,4,1,56.670731395053,53.716482545408375,0
0.44669379497072403,0.44319887232918126,0.63671524287191,14,1,1,24,1836,0.5421211586476258,0.6576843685429905,0.6528030502870755,306,3,4,1.0,5,6,11,9,16,5,1,43.46475570153089,50.629126713702064,0
0.40609874586142164,0.7803680126875819,0.6824260838141688,13,1,1,18,4550,1.0,0.806263768352354,0.838571236367268,910,10,0,0.75,3,1,4,15,0,5,1,73.71667029424768,68.78798825446178,1
0.12812577309095396,0.4745456467726001,0.8255980404914317,11,1,1,25,3135,0.9250019404860018,0.7997017413243439,0.5631613587609376,627,2,3,1.0,8,8,16,12,9,5,1,58.82064687656322,59.592509248967566,0
0.7594197654914918,0.35565566123382997,0.7382519445056519,4,3,1,3,4068,0.6974837806701923,0.9090037622332313,0.7508713742889336,678,6,2,1.0,5,10,15,15,3,4,1,73.45656060176401,65.05360570586993,1
0.6148104262110936,0.4059333964087606,0.5081641933285868,2,2,0,7,2136,0.4871362145680979,0.6406443110480493,0.728315983807772,356,8,5,0.4,2,3,5,10,4,3,0,32.48286210080916,40.435235339345766,0
0.588307002779387,0.42827426877230734,0.23416993731825347,1,1,1,1,2995,0.7172589270578925,0.626235087516482,0.6644250448102889,599,10,5,0.2,6,7,13,3,9,4,1,43.93046952477511,47.83137141310726,0
0.5650997404036365,0.8104359831292298,0.7494791302098581,14,1,1,23,1530,0.7996433072718065,0.740186738954215,0.8141329958007015,255,6,2,1.0,6,2,8,9,14,5,1,75.78317988299138,72.23068560385438,1
0.5591101403949659,0.5827190167733833,0.6621064502578468,0,0,1,26,4851,0.8695699156624328,0.8717981069236965,0.553997370742343,693,12,2,0.0,10,7,17,13,0,5,1,59.7512341767576,71.60774718594404,1
0.5159789193835818,0.9582084841386662,0.6635880167224323,11,1,0,9,2821,0.7422682036402413,0.8406087781798169,0.9713370422613187,403,10,0,0.75,9,0,9,14,8,4,0,78.70397013722447,69.68049936803479,1
0.6573755910344056,0.6479715833681904,0.8499347779655784,15,1,0,13,4680,0.7052547761716922,0.6103524173158962,0.7380119544618217,780,6,5,1.0,6,4,10,15,1,4,1,71.43720272399992,67.67610242340383,1
0.08261100637728538,0.7398790440869507,0.5482010520837479,2,2,1,17,4896,0.763267870472904,0.9851632701649597,0.6412916910179954,816,8,4,0.5,11,4,15,7,13,5,1,58.4110624798001,53.579310567368246,0
0.17135695219503755,0.8381800326398486,0.4328064001891357,11,2,1,23,3073,0.9539129454987503,0.8774762412054973,0.7890758679544339,439,7,0,0.75,14,3,17,9,17,5,1,71.63662661320757,59.28488027339151,0
0.4210994302136934,0.49342298645019994,0.40572135000001125,4,1,1,5,1245,0.8584196692401025,0.4672251669950378,0.7248250053721219,249,6,5,0.8,8,8,16,11,12,3,1,56.15366332689582,48.27303296421194,1
0.4501502389486952,0.6908880017709488,0.4109099650064129,4,1,1,19,1001,0.7523647979309135,0.7628715537143205,0.7572323202440624,143,8,2,1.0,6,3,9,8,2,4,1,63.77227468242656,67.40480085030254,1
0.8024765429855886,0.9249527591692666,0.5306361158191641,0,2,1,19,3924,0.8770867167120271,0.8851634025146679,0.23613440481190834,654,3,5,0.0,11,1,12,6,18,5,1,68.53899609337834,77.0751056048819,1
0.2784580335707694,0.16033491553426818,0.04999210584400264,0,0,0,3,417,0.0236072398838977,0.11845405118812992,0.0119473821710724,45,1,3,0.0,1,7,8,1,7,1,0,14.124737597138921,18.541680061181086,0
0.32654135211501456,0.573860742647595,0.2814537144305173,13,1,1,22,3858,0.8533327068394854,0.9971916134407021,0.9497039642188315,643,8,2,1.0,2,2,4,8,7,5,1,53.51834497797329,60.273841199195054,0
0.3002363507243586,0.01246567474371027,0.22467466156020416,0,0,0,1,171,0.3229404256333566,0.0987589891424839,0.2505311465030216,24,0,0,0.0,0,10,10,2,6,1,0,14.097558423237402,6.445580371798886,0
0.3792093204569758,0.7308070215895354,0.2207052271426966,15,1,1,22,895,0.7553972285161981,0.7103418827564116,0.7578505476758113,179,4,4,1.0,3,1,4,4,17,4,1,55.476776583352155,55.849810964955026,0
0.16222955334562714,0.1840401754070591,0.007921272538516414,0,1,0,2,215,0.045609025227518446,0.1279788317393416,0.08874661053558729,36,0,6,0.0,2,10,12,2,9,0,0,8.484527225727179,12.203116370946015,0
0.21110673584810688,0.04972864265457732,0.011604716607161229,0,0,0,2,277,0.13350047616541555,0.019418756613422072,0.08447889345058679,28,0,1,0.0,0,9,9,1,14,1,0,3.8434916828400794,13.634519404977343,0
0.15038838333155954,0.2352133670614468,0.9100934538288239,15,1,1,5,2814,0.78174011507535,0.8403032213598574,0.937862129623702,469,10,3,1.0,3,8,11,19,1,4,1,52.82345992346216,43.942333702603264,0
0.0017513587188836797,0.1073244866731251,0.2918389674431637,0,1,0,3,153,0.10381739251341299,0.01549863651679821,0.0013986457200051256,39,1,6,0.0,1,12,13,0,13,1,0,15.504841384302953,10.392924411146357,0
0.5247207256355486,0.6849474175980437,0.41840804809088733,3,1,1,18,2015,0.8211037616325241,0.9222985123623366,0.5181281336860192,403,4,3,1.0,9,4,13,9,7,5,1,70.5079778919304,57.840885345511396,1
0.5696875462011768,0.4415641449913606,0.268463979517432,9,2,1,17,2750,0.9614689440304218,0.6504131616742898,0.6332637242032612,550,3,0,0.75,3,4,7,6,9,5,1,46.78250414623644,59.89727340434692,0
0.8084480431898176,0.2802002982160806,0.6286696590138601,15,1,1,9,4380,0.7667571711962546,0.9058535962270042,0.9267940426997436,730,8,5,1.0,3,9,12,16,0,5,1,33.271496279825286,50.74072733909325,0
0.4269506219828931,0.4453973071766974,0.47637145510371004,3,1,1,1,2094,0.7685616641877874,0.6270174492452787,0.6281625168543268,349,6,3,1.0,6,8,14,10,9,4,1,59.670668334058135,57.16829648771065,0
0.3044989653979068,0.8046540191666988,0.6229342538610012,11,2,1,25,4625,0.9245580866335871,0.9281601822063332,0.671567700501513,925,5,1,1.0,5,1,6,17,2,5,1,77.68015199768709,65.08064275361247,1
0.6719047661803363,0.8452679893400988,0.6654100712784344,1,1,1,22,1631,0.6482069882697656,0.709965909981477,0.48610826585844746,233,5,3,0.3333333333333333,10,2,12,7,18,4,1,63.22981906559574,73.58756454171764,1
0.20800764295670787,0.9138101628738663,0.6102474895557788,5,3,0,18,5244,0.9167285725841583,0.9965341461722085,0.8983989256047312,874,9,0,0.75,6,1,7,15,0,4,1,68.68867795931673,61.60970302475365,1
0.06675238366055586,0.0066899198091568066,0.1663756932702869,0,0,0,1,446,0.09583498810293412,0.2151921812527562,0.24597091707295093,50,0,3,0.0,0,3,3,1,10,0,0,11.356028534319714,6.314488983707678,0
0.2860427608834949,0.8752236780293157,0.8245480915299849,5,2,1,6,2100,0.7275003302067915,0.698861467269114,0.6998693933436356,420,6,2,1.0,6,1,7,18,5,4,0,81.44086315280906,68.68283369445042,1
0.5913922971522646,0.96522541137601,0.4323128494026621,2,1,0,9,2548,0.5964462899285291,0.6102263967751937,0.4110642949662254,364,4,1,1.0,13,0,13,10,9,4,1,67.89592586036909,69.36944707244355,1
0.4285946608797782,0.33565380821044355,0.7011794606507795,12,1,1,22,1204,0.8772543635548734,0.6400851271876437,0.7027661671126318,172,4,3,1.0,1,3,4,18,2,4,1,58.519676249935685,66.25501723410244,1
0.17243425300520607,0.7123154352579465,0.11991320684886202,2,2,1,15,1090,0.5845306078434835,0.6828634684570184,0.4155023650331203,218,3,3,0.6666666666666666,11,5,16,3,21,4,1,46.070045489214905,40.539623801614844,0
0.7614932473635755,0.3581740498319535,0.5759732549391583,15,0,1,26,1965,0.9069143276253328,0.9538649860160591,0.691663775320991,393,4,1,1.0,4,6,10,7,6,5,1,65.70216632250127,67.52229131230635,1
0.8026314477677502,0.840341849794174,0.5123139405383788,1,1,1,18,1985,0.7848513998188484,0.9360352992737039,0.4887338393905583,397,7,5,0.2,8,2,10,8,6,5,1,66.16021332455246,71.52145203900156,1
0.3559818094408249,0.9029802732544127,0.19990793862979606,7,1,1,6,5369,0.7805436066917414,0.7367245442852074,0.796999951119457,767,7,2,1.0,7,1,8,2,13,4,1,63.22420354957335,58.407651769666934,0
0.6932953322131864,0.5625443394162157,0.578740846799818,8,1,1,24,4380,1.0,0.9645062548567718,0.8732405675705612,730,11,0,0.75,5,4,9,6,10,5,1,68.5634312591444,62.090884587382384,0
0.19135202995519715,0.6811873041715669,0.5526463953840896,3,0,1,12,5340,0.7759545875961537,0.9514585549456691,0.6033881430888637,890,5,1,1.0,4,2,6,8,11,5,1,61.66789829233102,62.20799438922322,0
0.3392456231812991,0.8919057674008735,0.6721054568880329,10,1,1,10,4501,0.8895951948758344,0.8933792967897777,0.9271689095713195,643,8,2,1.0,8,1,9,9,18,5,1,77.91449818824427,65.60226361294733,1
0.12525802756614574,0.853917613458877,0.09039449682098655,7,1,0,25,4602,0.7560367780323572,0.7947595549422531,0.961757554328382,767,10,3,1.0,9,1,10,1,12,4,1,61.8631516199316,51.245971705207985,1
0.29220493469474695,0.3513604109002696,0.20490471158122273,4,1,0,13,5022,0.9604940106396501,0.9888608766526795,0.8589181545476937,837,11,0,0.75,2,5,7,5,21,4,1,30.531966208939444,36.20967704471744,0
0.04964058221249622,0.03510769366672576,0.1207984935769888,0,0,0,1,345,0.5507583679957458,0.01683394381963414,0.027579170621076985,84,1,1,0.0,0,7,7,2,21,1,0,0.0,16.997265644534206,0
0.2707936064255055,0.4909997168443228,0.6057751833679182,5,0,0,19,4505,0.7609452135951147,0.8645950508018153,0.7978311177218576,901,5,4,1.0,3,4,7,8,18,4,1,54.251276859439926,55.46968132927405,0
0.39748857967838047,0.77866067694445,0.6406883645908215,15,2,1,23,3665,0.924086678334013,1.0,0.9395275691973874,733,11,2,1.0,8,2,10,16,0,5,1,75.64687539224141,67.45378957342047,1
0.7156408754869502,0.48273695432246505,0.7261235530620157,11,2,1,18,5180,0.8465021603236601,0.9904216234005182,0.7918067824239627,740,5,10,1.0,8,8,16,10,8,5,1,78.90131726217042,69.12109106602453,1
0.3328156983616656,0.374185634417471,0.2556792608898632,8,2,1,8,4844,0.7793627467756131,0.8938397779186306,0.7945931096157148,692,7,1,1.0,4,7,11,6,16,5,1,50.39436752304464,38.5652954312289,0
0.046945145608108904,0.021192248735405282,0.13830800156046977,0,0,0,2,78,0.1586036848414973,0.04065352603367792,0.2770603825557606,82,0,1,0.0,0,3,3,2,21,1,0,5.540250200435266,4.974378760141779,0
0.5897602433395052,0.22496406600288898,0.4236130162723063,9,1,0,21,5684,0.7954729208880084,0.9218970789793663,0.8197467846752851,812,9,0,0.75,1,5,6,8,12,4,1,34.31521714974949,51.10602193859225,0
0.4605910837092436,0.4159402231421717,0.2560150259201939,6,1,0,13,2289,0.7010767536570709,0.5118759519551674,0.6698702393216546,327,4,3,1.0,4,5,9,5,20,4,1,45.94555267411846,41.195382175092284,0
0.4646670152927527,0.4913526627160084,0.6296069763217681,7,1,1,11,672,0.7215372670647415,0.6172578513838267,0.6353746314087487,96,5,3,1.0,3,3,6,14,5,4,1,63.10363237422584,54.06992380479842,0
0.548189949322789,0.3690812740697798,0.6639866767159466,8,1,1,6,1365,0.5134131663421315,0.6589255296664529,0.7332717568709088,195,4,0,0.75,5,8,13,8,3,3,1,37.821722279524074,58.62216155192205,0
0.4459031675446974,0.3009530362628843,0.22562203738846967,6,1,1,12,3660,0.9439795079990675,0.8837409780743348,0.7506718219117128,610,4,4,1.0,5,11,16,6,14,5,1,40.48031098013717,49.9490113601576,0
0.44630578380948355,0.5357335114864281,0.7953157039963782,4,0,0,18,4842,0.805724041043798,0.7565340662453438,0.8682359045720952,807,13,0,0.75,8,7,15,20,6,4,1,62.25584498125469,52.02706843573413,0
0.4119234329629629,0.5734820022636933,0.16573464086552778,6,2,1,20,1850,0.8640070591493506,0.869249968473549,0.716427394225148,370,5,3,1.0,9,7,16,4,8,5,1,46.87797908432898,45.500293751189794,1
0.21884786141855347,0.808070120375721,0.6200687670250875,10,2,0,25,1155,0.6601497470037325,0.8092186325902115,0.6979633230900502,165,5,2,1.0,11,2,13,12,8,3,1,65.3115524779464,69.01193748288624,1
0.8621651040903937,0.6835703582256404,0.24883195508151973,10,3,1,21,3395,0.8538457162817733,1.0,0.8536712244908464,679,11,0,0.75,10,5,15,6,6,5,1,60.49706493371352,56.0708530258683,1
0.2857277031347012,0.5213757555651894,0.3068814649870236,3,1,0,2,2975,0.6152900172053165,0.3851575620719578,0.4703061818345625,595,4,1,1.0,8,8,16,8,4,2,1,55.335923022165886,52.15544178985354,1
0.2582736402506812,0.006603961562815305,0.09842709588362575,0,1,0,0,442,0.18193512448020405,0.024216154389318817,0.516199440293132,44,1,4,0.0,0,8,8,1,16,0,0,6.910977410144343,16.099100065746356,0
0.411854065525756,0.2362252616881353,0.4914539890081028,8,1,0,27,1561,0.6282026645603964,0.7512066461461949,0.7827948594485971,223,6,3,1.0,1,5,6,9,15,3,1,38.3977702762218,38.55421451677383,0
0.43344296641385427,0.5960419207766153,0.5135078872436033,11,0,1,14,3955,0.8916806792397987,0.7814394933603399,0.5913916024139205,791,2,7,1.0,3,2,5,11,9,5,1,67.04710319133463,64.84219574352917,1
0.08905874166092444,0.24811231060698116,0.668287790307687,14,1,1,13,3143,0.9268996481281554,0.9484984613761887,0.8585433774918358,449,6,5,1.0,1,4,5,14,0,5,1,29.609667784305792,42.93110201746623,0
0.465804325349379,0.20232508524903353,0.8120289103660828,10,2,1,13,3420,0.8507324599901395,0.9397399230590535,0.8510240608294681,570,6,3,1.0,2,6,8,14,11,5,1,39.894557316570854,54.73494266334557,0
0.18170374509496098,0.3114811350421576,0.015873229134238224,0,0,0,0,211,0.004574808685909589,0.07214054536032533,0.049127640860840226,27,1,4,0.0,2,3,5,2,8,0,0,15.565812993923869,10.423554516871386,0
0.14047958656623546,0.7307044771408914,0.12672228596977927,14,2,1,26,2335,0.8745516257518592,1.0,0.6792515291290907,467,3,0,0.75,12,5,17,2,18,5,1,58.150748670309916,55.62203837853908,0
0.4814918709831883,0.6173958643159211,0.45601057233683473,0,1,1,26,4866,0.9094663543402725,0.8483116429321543,0.3819005039058001,811,5,5,0.0,10,7,17,12,3,5,1,51.34808231854586,61.00408802036694,0
0.46209293258265155,0.5254131483260307,0.5608689604549159,12,1,1,21,4515,0.9948249115973985,1.0,0.9087209974699906,645,9,3,1.0,6,6,12,11,8,5,1,66.94223086930918,54.63320479757601,0
0.43443254164181383,0.4910083018304093,0.7575322915130943,13,1,0,27,2100,0.7411919341592692,0.7169728430319633,0.8966583124722027,350,7,3,1.0,4,5,9,12,3,4,1,58.46748538901374,55.06582948058686,1
0.32861765641760887,0.4822390631967493,0.5619313069441045,4,3,1,9,1220,0.5837064982217179,0.6930089428823338,0.49809064544329484,244,2,3,1.0,2,3,5,11,0,4,1,57.04734883044171,45.628726343434415,1
0.47620749741121904,0.6107739487320537,0.6816594173218404,3,2,1,26,4625,0.7174520506672437,0.7949611130363053,0.48242637897579865,925,2,1,1.0,7,5,12,8,12,5,0,62.220175890476206,50.70760178856435,1
0.3278590229712033,0.05376982311177562,0.15127171268336997,0,0,0,2,173,0.03713757610013131,0.08659500832775564,0.22621107386789632,76,1,1,0.0,1,12,13,0,14,0,0,10.280114397820942,15.477742607149324,0
0.49716708919123354,0.3501028053073289,0.802102578920774,9,1,1,27,4365,0.7815514837972338,0.8850100937868862,0.6424680255493564,873,4,4,1.0,4,6,10,9,1,5,0,57.57579269891778,62.36806761031501,0
0.04026873538496586,0.03553730252814784,0.2415974986916715,0,0,0,1,366,0.1308294723934932,0.10739772775959464,0.08931542008429606,13,0,3,0.0,0,4,4,2,18,0,0,6.951477584475768,3.68602919392729,0
0.020461905456919862,0.05301585433229808,0.056930933609087124,0,1,0,3,396,0.008301656079339985,0.022786545429819755,0.05814623549149586,28,0,5,0.0,0,3,3,0,20,1,0,8.662813262435588,6.488177250484482,0
0.20310918492335617,0.42926451880449235,0.5174569632104024,6,2,1,4,4963,0.7524792332870216,0.7034650539183325,0.6482742434374151,709,5,4,1.0,7,10,17,10,13,4,1,53.51311185556183,52.649609507008776,1
0.09171399478328213,0.5637815708291894,0.2051345969058889,11,2,1,14,6041,0.8673499153927385,1.0,0.6771530721989241,863,4,2,1.0,8,6,14,4,10,5,1,42.304079208873176,38.519098075355465,0
0.7106268718954034,0.5877946213218076,0.6432438268774147,13,1,1,6,3101,0.7836149897676461,0.5697612612665752,0.638197251842713,443,3,4,1.0,4,3,7,17,0,4,1,69.33848402328688,63.04379843140442,1
0.36723961177935416,0.17634016909412903,0.5755765478567292,1,1,1,18,3899,0.7261562800798773,0.9338298116799911,0.565689190576114,557,8,1,1.0,2,10,12,9,1,5,1,30.02218773405356,37.05933800720763,0
0.2570331325237976,0.6668689242699802,0.41583633940727394,5,2,1,8,3105,1.0,0.8815491092685193,0.9101658632924897,621,9,3,1.0,8,4,12,10,4,5,1,63.007962740568665,52.98094029714201,1
0.2870088636546114,0.10792406529922148,0.0013315751089823336,0,1,0,3,75,0.003566495985274887,0.08375259324766174,0.19043314000282577,18,1,3,0.0,1,4,5,2,20,1,0,4.421965570420479,12.612111547025568,0
0.7328189279276551,0.4697825452977932,0.24691852504122527,15,3,0,12,5496,0.8815602126388197,0.6193551756630655,0.8398411341689579,916,6,2,1.0,4,5,9,3,24,4,1,48.88489765863906,49.129960775482246,1
